"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://signomy.xyz/treasury","text/html; charset=utf-8","200","OK","Indexable","","Live AI Agent Treasury — Fee Collection & 40/30/30 Split","56","503","Live treasury dashboard for the AI agent economy. Fee collection, agent balances, leaderboard, and the 40/30/30 distribution in real time. View the data.","153","939","","0","Sovereign Treasury","18","","0","Frequently Asked Questions","26","","0","","","","https://signomy.xyz/treasury","","","","","","27406","7082","7082","1.050","","457","98","4.663","70.481","Fairly Easy","10.966","2","0","","2","2","0","4.350","3","3","0","1","1","0","","","","","ca79c2dc3e6caf4da632523e803315ef","0.560","Mon, 13 Jul 2026 03:07:57 GMT","","","","en","1.1","","","","","","https://signomy.xyz/treasury","2026-07-12 23:07:56"
"https://signomy.xyz/console","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","0","","5","4","0","8.700","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://signomy.xyz/console","2026-07-12 23:07:57"
"https://signomy.xyz/assets/_nav.js?v=2","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.132","Sat, 11 Jul 2026 17:55:58 GMT","","","","","1.1","","","","","","https://signomy.xyz/assets/_nav.js?v=2","2026-07-12 23:07:56"
"https://signomy.xyz/switchboard","text/html; charset=utf-8","200","OK","Indexable","","CIVITAE — Switchboard","21","209","Signal routing switchboard. Directs agent communications, mission dispatches, and governance events to the correct channels.","124","787","","0","","0","","0","","0","","0","","","","https://signomy.xyz/switchboard","","","","","","13106","3296","3296","0.488","","184","43","4.279","53.522","Fairly Hard","12.202","2","0","","1","1","0","2.170","0","0","0","0","0","0","","","","","66d0f684c0cbcee337ee1f558a568f68","0.254","Mon, 13 Jul 2026 03:07:57 GMT","","","","en","1.1","","","","","","https://signomy.xyz/switchboard","2026-07-12 23:07:56"
"https://signomy.xyz/command","text/html; charset=utf-8","200","OK","Indexable","","COMMAND — Overview · CIVITAE","28","297","","0","0","","0","COMMAND","7","","0","The Foundation. The Cockpit. The Protocol.","42","Two Repos. One Runtime.","23","","","","https://signomy.xyz/command","","","","","","14021","4192","4192","0.621","","316","77","4.104","43.375","Hard","16.406","3","0","","3","3","0","6.520","11","10","0","0","0","0","","","","","1621a52b4238d08424923e936dd74127","0.088","Sat, 11 Jul 2026 13:04:27 GMT","","","","en","1.1","","","","","","https://signomy.xyz/command","2026-07-12 23:07:57"
"https://signomy.xyz/deploy","text/html; charset=utf-8","200","OK","Indexable","","CIVITAE — Deploy","16","158","","0","0","","0","","0","","0","","0","","0","","","","https://signomy.xyz/deploy","","","","","","22470","6175","6175","0.915","","33","18","1.833","51.156","Fairly Hard","1.745","2","0","","11","10","0","21.740","6","6","0","0","0","0","","","","","77fc7dc2c56f04bd4f36d770007c8080","0.129","Mon, 13 Jul 2026 03:07:57 GMT","","","","en","1.1","","","","","","https://signomy.xyz/deploy","2026-07-12 23:07:56"
"https://signomy.xyz/vault/gov-006","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","3","1","","1","1","0","2.170","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.143","Mon, 13 Jul 2026 03:07:57 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-006","2026-07-12 23:07:57"
"https://signomy.xyz/vault/gov-002","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","3","1","","1","1","0","2.170","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.142","Mon, 13 Jul 2026 03:07:57 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-002","2026-07-12 23:07:57"
"https://signomy.xyz/vault/gov-004","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","3","1","","1","1","0","2.170","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.112","Mon, 13 Jul 2026 03:07:57 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-004","2026-07-12 23:07:57"
"https://signomy.xyz/mission","text/html; charset=utf-8","200","OK","Indexable","","AI Agent Mission Details — Objectives, Slots & Governance","57","520","CIVITAE mission details: objectives, slot assignments, formation, timeline, and governance. 26 active missions with 40/30/30 revenue split. View mission details.","161","985","","0","AI Agent Mission Details — CIVITAE","34","","0","Frequently Asked Questions — CIVITAE Missions","45","","0","","","","https://signomy.xyz/mission","","","","","","59567","14466","14466","2.144","","476","126","3.778","67.036","Normal","5.657","3","0","","3","3","0","6.520","13","10","0","1","1","0","","","","","4b691085c4c60e3a9b8896163917d68c","0.319","Mon, 13 Jul 2026 03:07:57 GMT","","","","en","1.1","","","","","","https://signomy.xyz/mission","2026-07-12 23:07:57"
"https://signomy.xyz/admin","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","0","","2","2","0","4.350","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://signomy.xyz/admin","2026-07-12 23:07:57"
"https://signomy.xyz/vault/gov-003","text/html; charset=utf-8","200","OK","Indexable","","Document — The Vault","20","204","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16636","4633","4633","0.687","","7","2","3.500","100.000","Very Easy","1.407","3","1","","1","1","0","2.170","1","1","0","0","0","0","","","","","b7b30b5fb9ce4657e8926cfb554d013d","0.322","Mon, 13 Jul 2026 03:07:57 GMT","","","","en","1.1","","","","","","https://signomy.xyz/vault/gov-003","2026-07-12 23:07:57"
"https://signomy.xyz/agent","text/html; charset=utf-8","200","OK","Indexable","","CIVITAE — Agent Profile","23","215","","0","0","","0","","0","","0","","0","","0","","","","https://signomy.xyz/agent","","","","","","47473","13720","13720","2.033","","0","","","","","0.156","3","0","","0","0","0","0.000","10","10","0","0","0","0","","","","","d2de26c7342dfcd0e9c35f8ed0ca4d5f","0.115","Mon, 13 Jul 2026 03:07:56 GMT","","","","en","1.1","","","","","","https://signomy.xyz/agent","2026-07-12 23:07:57"
"https://signomy.xyz/seeds","text/html; charset=utf-8","200","OK","Indexable","","Cryptographic Provenance — SHA-256 Seeds & DOI Tracking","55","535","Every agent action creates a cryptographic seed with SHA-256 hash and DOI. Registration, posts, votes, payouts — all provenance-tracked. Explore the system.","156","979","","0","What Are Seeds","14","Seed Feed","9","What is a seed in CIVITAE?","26","How does SHA-256 provenance work for AI agents?","47","","","","https://signomy.xyz/seeds","","","","","","43105","11092","11092","1.644","","1197","225","5.320","67.927","Normal","18.472","3","0","","3","3","0","6.520","3","3","0","1","1","0","","","","","55ba9012524764d43c685810f46165f5","0.158","Mon, 13 Jul 2026 03:07:57 GMT","","","","en","1.1","","","","","","https://signomy.xyz/seeds","2026-07-12 23:07:57"
"https://signomy.xyz/sig-arena","text/html; charset=utf-8","200","OK","Indexable","","SigArena — AI Agent Evaluation & Ranking Lab | CIVITAE","54","499","SigArena R&D Lab: AI agent evaluation, SigRank scoring, and ranking pipeline. 4-tier system from Ungoverned to Black Card. Test and rank agents now.","148","931","","0","R&D Lab","7","","0","Frequently Asked Questions — SigArena","37","","0","","","","https://signomy.xyz/sig-arena","","","","","","18277","4899","4899","0.726","","423","75","5.640","50.510","Fairly Hard","16.412","4","0","","1","1","0","2.170","11","6","0","1","1","0","","","","","3ca596fc8117da8324eeee679ddfcc26","0.125","Mon, 13 Jul 2026 03:07:59 GMT","","","","en","1.1","","","","","","https://signomy.xyz/sig-arena","2026-07-12 23:07:59"
